Secretaria,Codigo departamento, Nombre departamento,Codigo municipio, Nombre municipio, Codigo Establecimiento, Nombre Establecimiento, Codigo Sede, Nombre Sede, Zona, Direccion, Telefono, Estado Sede, Niveles, Modelos, Grados
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000233,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001000233,I.E. TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL - SEDE PRINCIPAL,URBANA,IND B. EL SILENCIO,671 24 67   671 15 87,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL","6,7,8,9,10,11,21,22,23,24,25,26"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000233,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001018047,SEDE ERNESTO ARIAS ARELLANO,URBANA,IND CARCEL ANAYANCY,6713874,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","1,2,3,4,5,6,7,8,9,10,11,21,22"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000233,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001003453,SEDE ANEXA AL CARRASQUILLA INDUSTRIAL,URBANA,IND BARRIO  MEDRANO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000233,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001000144,ESCOL URB DE NIÑAS NICOLAS MEDRANO,URBANA,IND BARRIO MEDRANO,6710207,CIERRE DEFINITIVO,,,
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000233,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001004034,SEDE ALFONSO LOPEZ,URBANA,IND BARRIO ALFONSO LOPEZ,6708856,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000233,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001000241,ESCOL URB ROGELIO VELASQUEZ (MEDRANO),URBANA,IND BARRIO MEDRANO,6713946 6715241,CIERRE DEFINITIVO,,,
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000233,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001003887,SEDE BELLO HORIZONTE,URBANA,IND BARRIO HORIZONTE,6719185,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000411,IE ARMANDO LUNA ROA,127001000861,SEDE TOMAS PEREZ,URBANA,IND BARRIO TOMAS PEREZ,,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000411,IE ARMANDO LUNA ROA,127001000411,IE ARMANDO LUNA ROA - SEDE PRINCIPAL,URBANA,TV 10 30 65,6713763,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA","TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CAFAM,SAT,SER","-3,0,2,6,7,8,9,10,11,23,24,25,26,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000411,IE ARMANDO LUNA ROA,127001000047,SEDE ALAMEDA REYES,URBANA,CL 26 10 07,,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","-1,0,1,2,3,4,5,21,22,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,127001000411,IE ARMANDO LUNA ROA,127001001779,SEDE SANTA ANA,URBANA,IND BARRIO SANTA ANA,,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","-1,0,1,2,3,4,5,22,23,99"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001000009,CENTRO EDUCATIVO EL BARRANCO,227001000009,CENTRO EDUCATIVO EL BARRANCO,RURAL,BARRANCO,O985204718,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESPERE,A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,21"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001000009,CENTRO EDUCATIVO EL BARRANCO,227001001102,SEDE DE SANCENO,RURAL,SANCENO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001000009,CENTRO EDUCATIVO EL BARRANCO,227001003288,SEDE DEL TRAPICHE 1,RURAL,TRAPICHE 1,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001000009,CENTRO EDUCATIVO EL BARRANCO,227001000891,SEDE CALLE QUIBDO,RURAL,CALLE QUIBDO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,22,23,24"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001000009,CENTRO EDUCATIVO EL BARRANCO,227001000777,SEDE LA LOMA DE BELEN,RURAL,LA LOMA DE BELEN,,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,227001000009,CENTRO EDUCATIVO EL BARRANCO,527001000214,ESCOL RUR MIX DEL TRAPICHE 2,RURAL,TRAPICHE,,NUEVO-ACTIVO,,,
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,327001003673,KINDER DIVINO NIÑO JESUS,327001003673,KINDER DIVINO NIÑO JESUS,URBANA,CRA 8 CON CALLE 13 #8-04,6711045,ANTIGUO-ACTIVO,PREESCOLAR,EDUCACIÓN TRADICIONAL,"-2,-1,0"
QUIBDÓ,27,CHOCÓ,27001,QUIBDÓ,327001003681,COLEGIO BILINGUE,327001003681,COLEGIO BILINGUE,URBANA,CRA 7A # 25 - 59,6712281,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21,22"
